date,region,market,commodity,min_price,max_price,unit,source_pdf,page,table_title,row_number
2021-05-05,Arusha,Arusha (Urban),Maize (Mahindi),43000,45000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",4
2021-05-05,Arusha,Arusha (Urban),Rice (Mchele),140000,170000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",4
2021-05-05,Arusha,Arusha (Urban),Sorghum (Mtama),60000,65000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",4
2021-05-05,Arusha,Arusha (Urban),Bulrush Millet,70000,75000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",4
2021-05-05,Arusha,Arusha (Urban),Finger Millet (Ulezi),120000,125000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",4
2021-05-05,Arusha,Arusha (Urban),Wheat (Ngano Punje),70000,78000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",4
2021-05-05,Arusha,Arusha (Urban),Beans (Maharage),130000,165000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",4
2021-05-05,Arusha,Arusha (Urban),Irish Potatoes (Viazi,70000,75000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",4
2021-05-05,D'Salaam,Temeke (Tandika),Maize (Mahindi),46000,47000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",5
2021-05-05,D'Salaam,Temeke (Tandika),Rice (Mchele),120000,210000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",5
2021-05-05,D'Salaam,Temeke (Tandika),Sorghum (Mtama),80000,100000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",5
2021-05-05,D'Salaam,Temeke (Tandika),Bulrush Millet,80000,100000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",5
2021-05-05,D'Salaam,Temeke (Tandika),Finger Millet (Ulezi),175000,180000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",5
2021-05-05,D'Salaam,Temeke (Tandika),Wheat (Ngano Punje),110000,120000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",5
2021-05-05,D'Salaam,Temeke (Tandika),Beans (Maharage),220000,260000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",5
2021-05-05,D'Salaam,Temeke (Tandika),Irish Potatoes (Viazi,75000,75000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",5
2021-05-05,Dodoma,Majengo,Maize (Mahindi),45000,50000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",6
2021-05-05,Dodoma,Majengo,Rice (Mchele),132000,200000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",6
2021-05-05,Dodoma,Majengo,Sorghum (Mtama),50000,60000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",6
2021-05-05,Dodoma,Majengo,Bulrush Millet,52000,64000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",6
2021-05-05,Dodoma,Majengo,Finger Millet (Ulezi),200000,252000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",6
2021-05-05,Dodoma,Majengo,Beans (Maharage),200000,245000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",6
2021-05-05,Dodoma,Majengo,Irish Potatoes (Viazi,56000,68000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",6
2021-05-05,Dodoma,Kibaigwa,Maize (Mahindi),30000,42000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",7
2021-05-05,Dodoma,Kibaigwa,Sorghum (Mtama),45000,48000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",7
2021-05-05,Kagera,Bukoba,Maize (Mahindi),33000,35000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",8
2021-05-05,Kagera,Bukoba,Rice (Mchele),110000,140000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",8
2021-05-05,Kagera,Bukoba,Sorghum (Mtama),140000,150000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",8
2021-05-05,Kagera,Bukoba,Bulrush Millet,120000,140000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",8
2021-05-05,Kagera,Bukoba,Finger Millet (Ulezi),170000,180000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",8
2021-05-05,Kagera,Bukoba,Wheat (Ngano Punje),170000,180000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",8
2021-05-05,Kagera,Bukoba,Beans (Maharage),110000,170000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",8
2021-05-05,Kagera,Bukoba,Irish Potatoes (Viazi,60000,75000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",8
2021-05-05,Manyara,Babati,Maize (Mahindi),30000,45000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",9
2021-05-05,Manyara,Babati,Rice (Mchele),120000,170000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",9
2021-05-05,Manyara,Babati,Sorghum (Mtama),60000,80000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",9
2021-05-05,Manyara,Babati,Bulrush Millet,80000,100000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",9
2021-05-05,Manyara,Babati,Finger Millet (Ulezi),120000,130000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",9
2021-05-05,Manyara,Babati,Wheat (Ngano Punje),100000,120000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",9
2021-05-05,Manyara,Babati,Beans (Maharage),150000,180000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",9
2021-05-05,Manyara,Babati,Irish Potatoes (Viazi,60000,60000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",9
2021-05-05,Rukwa,Sumbawanga,Maize (Mahindi),30000,42000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",10
2021-05-05,Rukwa,Sumbawanga,Rice (Mchele),90000,140000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",10
2021-05-05,Rukwa,Sumbawanga,Finger Millet (Ulezi),120000,150000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",10
2021-05-05,Rukwa,Sumbawanga,Wheat (Ngano Punje),100000,110000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",10
2021-05-05,Rukwa,Sumbawanga,Beans (Maharage),75000,120000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",10
2021-05-05,Rukwa,Sumbawanga,Irish Potatoes (Viazi,60000,70000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",10
2021-05-05,Mpanda,Mpanda,Maize (Mahindi),30000,30000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",11
2021-05-05,Mpanda,Mpanda,Rice (Mchele),80000,100000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",11
2021-05-05,Mpanda,Mpanda,Sorghum (Mtama),75000,90000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",11
2021-05-05,Mpanda,Mpanda,Finger Millet (Ulezi),165000,180000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",11
2021-05-05,Mpanda,Mpanda,Beans (Maharage),180000,200000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",11
2021-05-05,Mpanda,Mpanda,Irish Potatoes (Viazi,50000,65000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",11
2021-05-05,Mtwara,Mtwara,Maize (Mahindi),57000,57000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",12
2021-05-05,Mtwara,Mtwara,Rice (Mchele),130000,180000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",12
2021-05-05,Mtwara,Mtwara,Sorghum (Mtama),100000,100000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",12
2021-05-05,Mtwara,Mtwara,Finger Millet (Ulezi),180000,180000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",12
2021-05-05,Mtwara,Mtwara,Beans (Maharage),190000,200000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",12
2021-05-05,Mtwara,Mtwara,Irish Potatoes (Viazi,55000,60000,TZS per 100kg,"sw-1620383595-Wholesale prices Report  05th May, 2021 fe.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _05 Mei, 2021",12
